brand_id,brand_name,colour,avg_rating
75,anouk,Maroon,3.533333333
75,anouk,Blue,4.293275218
75,anouk,Blue,3.411764706
75,anouk,Pink,3.994791667
75,anouk,Yellow,3.588607595
75,anouk,Red,3.125
75,anouk,Coral,3.967741935
75,anouk,Green,3.610738255
75,anouk,White,4.5
75,anouk,Black,0
75,anouk,Orange,4.416666667
75,anouk,Blue,4.1875
75,anouk,Fuchsia,3.861111111
75,anouk,Peach,3.25
75,anouk,Teal,3.904273504
75,anouk,Mustard,0
75,anouk,Turquoise Blue,3.757142857
75,anouk,Maroon,4.230769231
75,anouk,Navy Blue,4.258160237
75,anouk,Grey,4.028963415
75,anouk,Black,3.567567568
75,anouk,Grey,3.653846154
75,anouk,Pink,3.759410802
75,anouk,Magenta,0
75,anouk,Red,4.229508197
75,anouk,Orange,0
75,anouk,Green,4.25
75,anouk,Green,4.266666667
75,anouk,Black,3.686915888
