brand_id,brand_name,p_id,name,price,colour,rating_Count,avg_rating
37,ahalyaa,17617302,Ahalyaa Mauve Floral Printed Layered Tunic,3200,Mauve,0,0
37,ahalyaa,11807986,Ahalyaa Women White & Green Ethnic Printed Asymmetric Tunic,2247,White,14,4.642857143
37,ahalyaa,11807976,Ahalyaa Women Peach-Coloured & Red Printed Tunic,1971,Peach,5,3.6
37,ahalyaa,12160442,Ahalyaa Women's Brown & Cream-Coloured Printed A-Line Tunic,2610,Brown,0,0
37,ahalyaa,17617272,Ahalyaa Women White & Black Printed Top & Skirt,5250,Black,0,0
37,ahalyaa,18922240,Ahalyaa Women Blue & White Mandarin Collar Cotton Printed Indigo Tunic,3100,Blue,0,0
37,ahalyaa,12160468,Ahalyaa Women's Maroon & Green Printed A-Line Kediya Tunic,1557,Maroon,32,3.78125
37,ahalyaa,12419560,Ahalyaa Women Black & White Chevron Print Tunic,1971,Black,0,0
37,ahalyaa,13581426,Ahalyaa Women Sea Green & Golden Printed Tunic,2650,Sea Green,0,0
37,ahalyaa,13581428,Ahalyaa Women Navy Blue & White Printed Semi-Sheer Tunic,2100,Navy Blue,0,0
37,ahalyaa,15121436,Ahalyaa Women Lime Green & Off White Floral Printed Flared Sleeves Floral Kaftan Kurta,3100,Lime Green,52,4.057692308
37,ahalyaa,17716122,Ahalyaa Geometric Crepe Top to Toe Fusion Kurta Set,5500,Burgundy,12,4.75
37,ahalyaa,13769396,Ahalyaa Women Grey & Golden Ethnic Motifs Printed Flared Sleeves Kaftan Kurta,2650,Grey,341,3.967741935
37,ahalyaa,18851408,Ahalyaa Women Floral Poly Silk Desi Girl Kurta Set,4600,Burgundy,0,0
37,ahalyaa,13317440,Ahalyaa Women Orange & Golden Foil Print Striped Anarkali Kurta With Layered Jacket,3055,Orange,188,4.191489362
37,ahalyaa,17101410,Ahalyaa Georgette Romantic Florals Kurta Set,5300,Red,23,3.652173913
